,date,state,actuals.newCases,actuals.newDeaths,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio
0,2020-03-01,AK,,,,,,,
1,2020-03-02,AK,,,,,,,
2,2020-03-03,AK,,,,,,,
3,2020-03-04,AK,,,,,,,
4,2020-03-05,AK,,,,,,,
5,2020-03-06,AK,,,,,,,
6,2020-03-07,AK,,,,,,,
7,2020-03-08,AK,,,,,,,
8,2020-03-09,AK,,,,,,,
9,2020-03-10,AK,,,,,,,
10,2020-03-11,AK,,,,,,,
11,2020-03-12,AK,,,,,,,
12,2020-03-13,AK,0.0,0.0,,,,,
13,2020-03-14,AK,0.0,0.0,,,,,
14,2020-03-15,AK,0.0,0.0,,,,,
15,2020-03-16,AK,2.0,0.0,,,,,
16,2020-03-17,AK,3.0,0.0,,,,,
17,2020-03-18,AK,3.0,0.0,,,,,
18,2020-03-19,AK,3.0,0.0,,,,,
19,2020-03-20,AK,2.0,0.0,,,,,
20,2020-03-21,AK,7.0,0.0,,,,,
21,2020-03-22,AK,1.0,0.0,,,,,
22,2020-03-23,AK,14.0,0.0,,,,,
23,2020-03-24,AK,6.0,0.0,,,,,
24,2020-03-25,AK,17.0,0.0,,,,,
25,2020-03-26,AK,10.0,0.0,,,,,
26,2020-03-27,AK,16.0,1.0,,,,,
27,2020-03-28,AK,17.0,0.0,,,,,
28,2020-03-29,AK,12.0,1.0,,,,,
29,2020-03-30,AK,6.0,0.0,,,,,
30,2020-03-31,AK,13.0,0.0,,,,,
31,2020-04-01,AK,10.0,0.0,,,,,
32,2020-04-02,AK,3.0,0.0,,,,,
33,2020-04-03,AK,10.0,0.0,,,,,
34,2020-04-04,AK,13.0,1.0,,,,,
35,2020-04-05,AK,14.0,1.0,,,,,
36,2020-04-06,AK,6.0,0.0,,,,,
37,2020-04-07,AK,22.0,0.0,,,,,
38,2020-04-08,AK,13.0,1.0,,,,,
39,2020-04-09,AK,9.0,0.0,,,,,
40,2020-04-10,AK,11.0,0.0,,,,,
41,2020-04-11,AK,11.0,1.0,,,,,
42,2020-04-12,AK,15.0,0.0,,,,,
43,2020-04-13,AK,5.0,0.0,,,,,
44,2020-04-14,AK,8.0,1.0,,,,,
45,2020-04-15,AK,8.0,0.0,,,,,
46,2020-04-16,AK,7.0,0.0,,,,,
47,2020-04-17,AK,9.0,0.0,,,,,
48,2020-04-18,AK,5.0,0.0,,,,,
49,2020-04-19,AK,5.0,0.0,,,,,
50,2020-04-20,AK,2.0,0.0,,,,,
51,2020-04-21,AK,8.0,0.0,,,,,
52,2020-04-22,AK,6.0,0.0,,,,,
53,2020-04-23,AK,2.0,0.0,,,,,
54,2020-04-24,AK,2.0,0.0,,,,,
55,2020-04-25,AK,0.0,0.0,,,,,
56,2020-04-26,AK,2.0,0.0,,,,,
57,2020-04-27,AK,4.0,0.0,,,,,
58,2020-04-28,AK,6.0,0.0,,,,,
59,2020-04-29,AK,4.0,0.0,,,,,
60,2020-04-30,AK,0.0,0.0,,,,,
61,2020-05-01,AK,9.0,0.0,,,,,
62,2020-05-02,AK,1.0,0.0,,,,,
63,2020-05-03,AK,3.0,0.0,,,,,
64,2020-05-04,AK,2.0,0.0,,,,,
65,2020-05-05,AK,1.0,0.0,,,,,
66,2020-05-06,AK,1.0,1.0,,,,,
67,2020-05-07,AK,3.0,0.0,,,,,
68,2020-05-08,AK,3.0,0.0,,,,,
69,2020-05-09,AK,1.0,0.0,,,,,
70,2020-05-10,AK,1.0,0.0,,,,,
71,2020-05-11,AK,2.0,0.0,,,,,
72,2020-05-12,AK,3.0,0.0,,,,,
73,2020-05-13,AK,0.0,0.0,,,,,
74,2020-05-14,AK,4.0,0.0,,,,,
75,2020-05-15,AK,1.0,0.0,,,,,
76,2020-05-16,AK,4.0,0.0,,,,,
77,2020-05-17,AK,4.0,0.0,,,,,
78,2020-05-18,AK,3.0,0.0,,,,,
79,2020-05-19,AK,0.0,0.0,,,,,
80,2020-05-20,AK,3.0,0.0,,,,,
81,2020-05-21,AK,0.0,0.0,,,,,
82,2020-05-22,AK,2.0,0.0,,,,,
83,2020-05-23,AK,5.0,0.0,,,,,
84,2020-05-24,AK,0.0,0.0,,,,,
85,2020-05-25,AK,3.0,0.0,,,,,
86,2020-05-26,AK,4.0,0.0,,,,,
87,2020-05-27,AK,1.0,0.0,,,,,
88,2020-05-28,AK,13.0,0.0,,,,,
89,2020-05-29,AK,6.0,0.0,,,,,
90,2020-05-30,AK,5.0,0.0,,,,,
91,2020-05-31,AK,28.0,0.0,,,,,
92,2020-06-01,AK,7.0,0.0,,,,,
93,2020-06-02,AK,21.0,0.0,,,,,
94,2020-06-03,AK,19.0,0.0,,,,,
95,2020-06-04,AK,26.0,0.0,,,,,
96,2020-06-05,AK,23.0,0.0,,,,,
97,2020-06-06,AK,14.0,0.0,,,,,
98,2020-06-07,AK,9.0,0.0,,,,,
99,2020-06-08,AK,19.0,0.0,,,,,
100,2020-06-09,AK,13.0,1.0,,,,,
101,2020-06-10,AK,22.0,0.0,,,,,
102,2020-06-11,AK,24.0,0.0,,,,,
103,2020-06-12,AK,22.0,1.0,,,,,
104,2020-06-13,AK,34.0,0.0,,,,,
105,2020-06-14,AK,12.0,0.0,,,,,
106,2020-06-15,AK,4.0,0.0,,,,,
107,2020-06-16,AK,13.0,0.0,,,,,
108,2020-06-17,AK,25.0,0.0,,,,,
109,2020-06-18,AK,19.0,0.0,,,,,
110,2020-06-19,AK,26.0,0.0,,,,,
111,2020-06-20,AK,24.0,0.0,,,,,
112,2020-06-21,AK,14.0,0.0,,,,,
113,2020-06-22,AK,10.0,0.0,,,,,
114,2020-06-23,AK,36.0,0.0,,,,,
115,2020-06-24,AK,21.0,0.0,,,,,
116,2020-06-25,AK,45.0,0.0,,,,,
117,2020-06-26,AK,30.0,2.0,,,,,
118,2020-06-27,AK,26.0,0.0,,,,,
119,2020-06-28,AK,33.0,0.0,,,,,
120,2020-06-29,AK,25.0,0.0,,,,,
121,2020-06-30,AK,47.0,0.0,,,,,
122,2020-07-01,AK,42.0,0.0,,,,,
123,2020-07-02,AK,50.0,0.0,,,,,
124,2020-07-03,AK,60.0,1.0,,,,,
125,2020-07-04,AK,55.0,1.0,,,,,
126,2020-07-05,AK,32.0,0.0,,,,,
127,2020-07-06,AK,30.0,0.0,,,,,
128,2020-07-07,AK,22.0,1.0,,,,,
129,2020-07-08,AK,49.0,0.0,,,,,
130,2020-07-09,AK,49.0,0.0,,,,,
131,2020-07-10,AK,58.0,0.0,,,,,
132,2020-07-11,AK,77.0,0.0,,,,,
133,2020-07-12,AK,116.0,0.0,,,,,
134,2020-07-13,AK,71.0,0.0,,,,,
135,2020-07-14,AK,54.0,0.0,,,,,
136,2020-07-15,AK,61.0,0.0,,,,,
137,2020-07-16,AK,76.0,0.0,,,,,
138,2020-07-17,AK,49.0,0.0,,,,,
139,2020-07-18,AK,74.0,1.0,,,,,
140,2020-07-19,AK,118.0,0.0,,,,,
141,2020-07-20,AK,137.0,0.0,,,,,
142,2020-07-21,AK,111.0,0.0,,,,,
143,2020-07-22,AK,94.0,1.0,,,,,
144,2020-07-23,AK,65.0,0.0,,,,,
145,2020-07-24,AK,64.0,0.0,,,,,
146,2020-07-25,AK,120.0,1.0,,,,,
147,2020-07-26,AK,234.0,0.0,,,,,
148,2020-07-27,AK,104.0,1.0,,,,,
149,2020-07-28,AK,144.0,1.0,,,,,
150,2020-07-29,AK,92.0,0.0,,,,,
151,2020-07-30,AK,117.0,1.0,,,,,
152,2020-07-31,AK,118.0,0.0,,,,,
153,2020-08-01,AK,150.0,1.0,,,,,
154,2020-08-02,AK,157.0,0.0,,,,,
155,2020-08-03,AK,80.0,1.0,,,,,
156,2020-08-04,AK,61.0,0.0,,,,,
157,2020-08-05,AK,58.0,0.0,,,,,
158,2020-08-06,AK,40.0,0.0,,,,,
159,2020-08-07,AK,65.0,0.0,,,,,
160,2020-08-08,AK,85.0,1.0,,,,,
161,2020-08-09,AK,100.0,0.0,,,,,
162,2020-08-10,AK,66.0,0.0,,,,,
163,2020-08-11,AK,50.0,0.0,,,,,
164,2020-08-12,AK,66.0,1.0,,,,,
165,2020-08-13,AK,95.0,0.0,,,,,
166,2020-08-14,AK,119.0,0.0,,,,,
167,2020-08-15,AK,85.0,1.0,,,,,
168,2020-08-16,AK,106.0,0.0,,,,,
169,2020-08-17,AK,50.0,0.0,,,,,
170,2020-08-18,AK,67.0,1.0,,,,,
171,2020-08-19,AK,70.0,0.0,,,,,
172,2020-08-20,AK,85.0,0.0,,,,,
173,2020-08-21,AK,71.0,1.0,,,,,
174,2020-08-22,AK,91.0,1.0,,,,,
175,2020-08-23,AK,64.0,1.0,,,,,
176,2020-08-24,AK,70.0,0.0,,,,,
177,2020-08-25,AK,,3.0,,,,,
178,2020-08-26,AK,50.0,1.0,,,,,
179,2020-08-27,AK,81.0,0.0,,,,,
180,2020-08-28,AK,122.0,0.0,,,,,
181,2020-08-29,AK,111.0,0.0,,,,,
182,2020-08-30,AK,51.0,0.0,,,,,
183,2020-08-31,AK,39.0,0.0,,,,,
184,2020-09-01,AK,34.0,2.0,,,,,
185,2020-09-02,AK,72.0,0.0,,,,,
186,2020-09-03,AK,106.0,1.0,,,,,
187,2020-09-04,AK,129.0,0.0,,,,,
188,2020-09-05,AK,98.0,2.0,,,,,
189,2020-09-06,AK,89.0,0.0,,,,,
190,2020-09-07,AK,34.0,0.0,,,,,
191,2020-09-08,AK,33.0,0.0,,,,,
192,2020-09-09,AK,65.0,0.0,,,,,
193,2020-09-10,AK,125.0,0.0,,,,,
194,2020-09-11,AK,108.0,1.0,,,,,
195,2020-09-12,AK,106.0,1.0,,,,,
196,2020-09-13,AK,62.0,0.0,,,,,
197,2020-09-14,AK,77.0,0.0,,,,,
198,2020-09-15,AK,43.0,0.0,,,,,
199,2020-09-16,AK,52.0,0.0,,,,,
200,2020-09-17,AK,105.0,0.0,,,,,
201,2020-09-18,AK,115.0,1.0,,,,,
202,2020-09-19,AK,85.0,0.0,,,,,
203,2020-09-20,AK,91.0,0.0,,,,,
204,2020-09-21,AK,71.0,0.0,,,,,
205,2020-09-22,AK,46.0,0.0,,,,,
206,2020-09-23,AK,54.0,0.0,,,,,
207,2020-09-24,AK,140.0,1.0,,,,,
208,2020-09-25,AK,118.0,5.0,,,,,
209,2020-09-26,AK,111.0,0.0,,,,,
210,2020-09-27,AK,115.0,4.0,,,,,
211,2020-09-28,AK,118.0,0.0,,,,,
212,2020-09-29,AK,125.0,0.0,,,,,
213,2020-09-30,AK,105.0,0.0,,,,,
214,2020-10-01,AK,131.0,1.0,,,,,
215,2020-10-02,AK,126.0,0.0,,,,,
216,2020-10-03,AK,147.0,1.0,,,,,
217,2020-10-04,AK,189.0,0.0,,,,,
218,2020-10-05,AK,211.0,0.0,,,,,
219,2020-10-06,AK,145.0,0.0,,,,,
220,2020-10-07,AK,128.0,1.0,,,,,
221,2020-10-08,AK,135.0,1.0,,,,,
222,2020-10-09,AK,180.0,0.0,,,,,
223,2020-10-10,AK,251.0,0.0,,,,,
224,2020-10-11,AK,258.0,0.0,,,,,
225,2020-10-12,AK,197.0,0.0,,,,,
226,2020-10-13,AK,155.0,0.0,,,,,
227,2020-10-14,AK,143.0,4.0,,,,,
228,2020-10-15,AK,165.0,1.0,,,,,
229,2020-10-16,AK,228.0,1.0,,,,,
230,2020-10-17,AK,214.0,1.0,,,,,
231,2020-10-18,AK,224.0,0.0,,,,,
232,2020-10-19,AK,204.0,0.0,,,,,
233,2020-10-20,AK,211.0,0.0,,,,,
234,2020-10-21,AK,210.0,1.0,,,,,
235,2020-10-22,AK,231.0,0.0,,,,,
236,2020-10-23,AK,277.0,0.0,,,,,
237,2020-10-24,AK,372.0,0.0,,,,,
238,2020-10-25,AK,529.0,0.0,,,,,
239,2020-10-26,AK,348.0,0.0,,,,,
240,2020-10-27,AK,383.0,2.0,,,,,
241,2020-10-28,AK,354.0,1.0,,,,,
242,2020-10-29,AK,364.0,5.0,,,,,
243,2020-10-30,AK,386.0,4.0,,,,,
244,2020-10-31,AK,444.0,1.0,,,,,
245,2020-11-01,AK,350.0,1.0,,,,,
246,2020-11-02,AK,351.0,1.0,,,,,
247,2020-11-03,AK,391.0,0.0,,,,,
248,2020-11-04,AK,411.0,0.0,,,,,
249,2020-11-05,AK,314.0,0.0,,,,,
250,2020-11-06,AK,525.0,0.0,,,,,
251,2020-11-07,AK,605.0,0.0,,,,,
252,2020-11-08,AK,518.0,0.0,,,,,
253,2020-11-09,AK,473.0,0.0,,,,,
254,2020-11-10,AK,530.0,8.0,,,,,
255,2020-11-11,AK,496.0,3.0,,,,,
256,2020-11-12,AK,478.0,0.0,,,,,
257,2020-11-13,AK,593.0,1.0,,,,,
258,2020-11-14,AK,747.0,1.0,,,,,
259,2020-11-15,AK,659.0,0.0,,,,,
260,2020-11-16,AK,580.0,0.0,,,,,
261,2020-11-17,AK,641.0,2.0,,,,,
262,2020-11-18,AK,545.0,0.0,,,,,
263,2020-11-19,AK,492.0,1.0,,,,,
264,2020-11-20,AK,457.0,0.0,,,,,
265,2020-11-21,AK,676.0,0.0,,,,,
266,2020-11-22,AK,550.0,2.0,,,,,
267,2020-11-23,AK,499.0,0.0,,,,,
268,2020-11-24,AK,580.0,13.0,,,,,
269,2020-11-25,AK,678.0,0.0,,,,,
270,2020-11-26,AK,554.0,3.0,,,,,
271,2020-11-27,AK,672.0,0.0,,,,,
272,2020-11-28,AK,667.0,2.0,,,,,
273,2020-11-29,AK,617.0,0.0,,,,,
274,2020-11-30,AK,511.0,0.0,,,,,
275,2020-12-01,AK,504.0,1.0,,,,,
276,2020-12-02,AK,703.0,0.0,,,,,
277,2020-12-03,AK,763.0,8.0,,,,,
278,2020-12-04,AK,761.0,11.0,,,,,
279,2020-12-05,AK,945.0,1.0,,,,,
280,2020-12-06,AK,764.0,0.0,,,,,
281,2020-12-07,AK,503.0,3.0,,,,,
282,2020-12-08,AK,573.0,0.0,,,,,
283,2020-12-09,AK,587.0,4.0,,,,,
284,2020-12-10,AK,636.0,5.0,,,,,
285,2020-12-11,AK,627.0,3.0,,,,,
286,2020-12-12,AK,520.0,18.0,,,,,
287,2020-12-13,AK,641.0,0.0,,,,,
288,2020-12-14,AK,429.0,0.0,,,,,
289,2020-12-15,AK,282.0,3.0,,,,,
290,2020-12-16,AK,611.0,2.0,,,,,
291,2020-12-17,AK,383.0,2.0,,,,,
292,2020-12-18,AK,493.0,0.0,,,,,
293,2020-12-19,AK,336.0,1.0,,,,,
294,2020-12-20,AK,181.0,0.0,,,,,
295,2020-12-21,AK,152.0,0.0,,,,,
296,2020-12-22,AK,440.0,10.0,,,,,
297,2020-12-23,AK,361.0,3.0,,,,,
298,2020-12-24,AK,274.0,2.0,,,,,
299,2020-12-25,AK,0.0,0.0,,,,,
300,2020-12-26,AK,371.0,1.0,,,,,
301,2020-12-27,AK,300.0,0.0,,,,,
302,2020-12-28,AK,127.0,0.0,,,,,
303,2020-12-29,AK,182.0,1.0,,,,,
304,2020-12-30,AK,385.0,2.0,,,,,
305,2020-12-31,AK,499.0,3.0,,,,,
306,2021-01-01,AK,0.0,0.0,,,,,
307,2021-01-02,AK,809.0,9.0,,,,,
308,2021-01-03,AK,297.0,0.0,,,,,
309,2021-01-04,AK,264.0,2.0,,,,,
310,2021-01-05,AK,192.0,0.0,,,,,
311,2021-01-06,AK,334.0,2.0,,,,,
312,2021-01-07,AK,325.0,3.0,,,,,
313,2021-01-08,AK,405.0,0.0,,,,,
314,2021-01-09,AK,315.0,1.0,,,,,
315,2021-01-10,AK,254.0,0.0,,,,,
316,2021-01-11,AK,176.0,0.0,,,,,
317,2021-01-12,AK,132.0,1.0,,,,,
318,2021-01-13,AK,283.0,1.0,,,,,
319,2021-01-14,AK,335.0,2.0,150450.0,35508.0,7013.0,0.049,0.01
320,2021-01-15,AK,302.0,1.0,150450.0,39546.0,9406.0,0.054,0.013
321,2021-01-16,AK,184.0,0.0,,,,,
322,2021-01-17,AK,283.0,0.0,,,,,
323,2021-01-18,AK,155.0,0.0,,,,,
324,2021-01-19,AK,129.0,1.0,150450.0,55434.0,10802.0,0.076,0.015
325,2021-01-20,AK,167.0,23.0,150350.0,56911.0,11283.0,0.078,0.015
326,2021-01-21,AK,201.0,1.0,154325.0,59449.0,12352.0,0.081,0.017
327,2021-01-22,AK,290.0,0.0,155500.0,67262.0,13718.0,0.092,0.019
328,2021-01-23,AK,248.0,5.0,155700.0,73014.0,15206.0,0.1,0.021
329,2021-01-24,AK,162.0,0.0,155700.0,77925.0,16201.0,0.107,0.022
330,2021-01-25,AK,79.0,0.0,155700.0,80226.0,16673.0,0.11,0.023
331,2021-01-26,AK,82.0,1.0,162925.0,81200.0,16815.0,0.111,0.023
332,2021-01-27,AK,179.0,1.0,170575.0,83363.0,18097.0,0.114,0.025
333,2021-01-28,AK,202.0,1.0,178075.0,85672.0,20045.0,0.117,0.027
334,2021-01-29,AK,181.0,0.0,192350.0,88654.0,21593.0,0.121,0.03
335,2021-01-30,AK,146.0,0.0,193150.0,91794.0,23320.0,0.125,0.032
336,2021-01-31,AK,134.0,0.0,193150.0,94889.0,24545.0,0.13,0.034
337,2021-02-01,AK,106.0,0.0,193150.0,96396.0,25467.0,0.132,0.035
338,2021-02-02,AK,132.0,16.0,196975.0,97076.0,26207.0,0.133,0.036
339,2021-02-03,AK,224.0,0.0,229975.0,98076.0,27528.0,0.134,0.038
340,2021-02-04,AK,184.0,0.0,240325.0,99596.0,30172.0,0.136,0.041
341,2021-02-05,AK,249.0,0.0,245700.0,101225.0,32593.0,0.138,0.045
342,2021-02-06,AK,0.0,0.0,248500.0,103163.0,35773.0,0.141,0.049
343,2021-02-07,AK,0.0,0.0,248500.0,106311.0,39541.0,0.145,0.054
344,2021-02-08,AK,494.0,0.0,,,,,
345,2021-02-09,AK,126.0,0.0,256900.0,110936.0,41698.0,0.152,0.057
346,2021-02-10,AK,201.0,0.0,260300.0,112448.0,43552.0,0.154,0.06
347,2021-02-11,AK,149.0,0.0,270250.0,116001.0,46006.0,0.159,0.063
348,2021-02-12,AK,158.0,2.0,271350.0,118189.0,48969.0,0.162,0.067
349,2021-02-13,AK,0.0,0.0,271550.0,122463.0,52380.0,0.167,0.072
350,2021-02-14,AK,0.0,0.0,271550.0,126381.0,57117.0,0.173,0.078
351,2021-02-15,AK,0.0,0.0,,,,,
352,2021-02-16,AK,496.0,5.0,271550.0,129658.0,60964.0,0.177,0.083
353,2021-02-17,AK,55.0,1.0,271550.0,130751.0,62474.0,0.179,0.085
354,2021-02-18,AK,209.0,0.0,271550.0,133491.0,65245.0,0.182,0.089
355,2021-02-19,AK,211.0,1.0,299935.0,143887.0,71892.0,0.197,0.098
356,2021-02-20,AK,0.0,0.0,299935.0,148299.0,78623.0,0.203,0.107
357,2021-02-21,AK,0.0,0.0,299935.0,152349.0,82272.0,0.208,0.112
358,2021-02-22,AK,337.0,1.0,299935.0,153572.0,84131.0,0.21,0.115
359,2021-02-23,AK,55.0,0.0,304875.0,154618.0,84746.0,0.211,0.116
360,2021-02-24,AK,179.0,0.0,315765.0,156267.0,86836.0,0.214,0.119
361,2021-02-25,AK,185.0,0.0,319265.0,158792.0,90214.0,0.217,0.123
362,2021-02-26,AK,111.0,0.0,332415.0,161595.0,92233.0,0.221,0.126
363,2021-02-27,AK,0.0,0.0,342535.0,163739.0,95331.0,0.224,0.13
364,2021-02-28,AK,0.0,0.0,342535.0,166735.0,97554.0,0.228,0.133
365,2021-03-01,AK,383.0,10.0,342535.0,168069.0,99916.0,0.23,0.137
366,2021-03-02,AK,154.0,1.0,372725.0,168646.0,100902.0,0.231,0.138
367,2021-03-03,AK,191.0,1.0,399225.0,170586.0,102382.0,0.233,0.14
368,2021-03-04,AK,148.0,0.0,409125.0,172414.0,104129.0,0.236,0.142
369,2021-03-05,AK,148.0,1.0,421375.0,174588.0,106558.0,0.239,0.146
370,2021-03-06,AK,0.0,0.0,426715.0,178237.0,110053.0,0.244,0.15
371,2021-03-07,AK,0.0,0.0,426715.0,180948.0,113787.0,0.247,0.156
372,2021-03-08,AK,340.0,0.0,426715.0,182230.0,115635.0,0.249,0.158
373,2021-03-09,AK,89.0,0.0,430685.0,184906.0,117345.0,0.253,0.16
374,2021-03-10,AK,152.0,0.0,445125.0,188281.0,119073.0,0.257,0.163
375,2021-03-11,AK,238.0,0.0,462875.0,190712.0,122197.0,0.261,0.167
376,2021-03-12,AK,107.0,1.0,470325.0,193951.0,124170.0,0.265,0.17
377,2021-03-13,AK,0.0,0.0,472395.0,197436.0,126647.0,0.27,0.173
378,2021-03-14,AK,0.0,0.0,472395.0,202410.0,130857.0,0.277,0.179
379,2021-03-15,AK,378.0,0.0,472395.0,205256.0,132532.0,0.281,0.181
380,2021-03-16,AK,103.0,0.0,484795.0,206403.0,133907.0,0.282,0.183
381,2021-03-17,AK,174.0,1.0,499625.0,210932.0,135810.0,0.288,0.186
382,2021-03-18,AK,155.0,3.0,509025.0,213432.0,138464.0,0.292,0.189
383,2021-03-19,AK,77.0,0.0,514835.0,216781.0,140169.0,0.296,0.192
384,2021-03-20,AK,0.0,0.0,520685.0,221157.0,143349.0,0.302,0.196
385,2021-03-21,AK,0.0,0.0,520685.0,228333.0,145975.0,0.312,0.2
386,2021-03-22,AK,351.0,0.0,520685.0,230614.0,146903.0,0.315,0.201
387,2021-03-23,AK,178.0,2.0,529765.0,231342.0,147214.0,0.316,0.201
388,2021-03-24,AK,199.0,0.0,540815.0,233037.0,148725.0,0.319,0.203
389,2021-03-25,AK,147.0,1.0,549315.0,236062.0,150980.0,0.323,0.206
390,2021-03-26,AK,186.0,0.0,568125.0,239599.0,153706.0,0.328,0.21
391,2021-03-27,AK,0.0,0.0,570465.0,242733.0,156698.0,0.332,0.214
392,2021-03-28,AK,0.0,0.0,570465.0,245355.0,160197.0,0.335,0.219
393,2021-03-29,AK,0.0,0.0,570465.0,246515.0,160932.0,0.337,0.22
394,2021-03-30,AK,651.0,0.0,572905.0,247097.0,161504.0,0.338,0.221
395,2021-03-31,AK,164.0,0.0,601225.0,248711.0,163100.0,0.34,0.223
396,2021-04-01,AK,226.0,0.0,615825.0,250378.0,165325.0,0.342,0.226
397,2021-04-02,AK,202.0,0.0,629315.0,252586.0,167561.0,0.345,0.229
398,2021-04-03,AK,0.0,0.0,636665.0,254263.0,170747.0,0.348,0.233
399,2021-04-04,AK,0.0,0.0,636665.0,257375.0,176825.0,0.352,0.242
400,2021-04-05,AK,499.0,0.0,636665.0,258376.0,178886.0,0.353,0.245
401,2021-04-06,AK,80.0,0.0,658125.0,258884.0,179359.0,0.354,0.245
402,2021-04-07,AK,219.0,0.0,684095.0,260622.0,181924.0,0.356,0.249
403,2021-04-08,AK,228.0,0.0,692995.0,263119.0,186597.0,0.36,0.255
404,2021-04-09,AK,246.0,0.0,703015.0,265468.0,189958.0,0.363,0.26
405,2021-04-10,AK,0.0,0.0,706185.0,268587.0,194814.0,0.367,0.266
406,2021-04-11,AK,0.0,0.0,706185.0,270838.0,198792.0,0.37,0.272
407,2021-04-12,AK,396.0,1.0,706185.0,272212.0,201795.0,0.372,0.276
408,2021-04-13,AK,154.0,0.0,717325.0,282684.0,222407.0,0.386,0.304
409,2021-04-14,AK,199.0,0.0,722835.0,284110.0,225131.0,0.388,0.308
410,2021-04-15,AK,193.0,18.0,729305.0,284193.0,225221.0,0.388,0.308
411,2021-04-16,AK,189.0,0.0,735675.0,286100.0,228333.0,0.391,0.312
412,2021-04-17,AK,0.0,0.0,746705.0,288040.0,231393.0,0.394,0.316
413,2021-04-18,AK,0.0,0.0,746705.0,290503.0,234553.0,0.397,0.321
414,2021-04-19,AK,445.0,0.0,746705.0,291456.0,235666.0,0.398,0.322
415,2021-04-20,AK,109.0,0.0,746805.0,291921.0,236706.0,0.399,0.324
416,2021-04-21,AK,198.0,0.0,749605.0,294331.0,239813.0,0.402,0.328
417,2021-04-22,AK,228.0,0.0,751205.0,296911.0,242474.0,0.406,0.331
418,2021-04-23,AK,148.0,0.0,756585.0,298047.0,244728.0,0.407,0.335
419,2021-04-24,AK,0.0,0.0,759125.0,299312.0,246821.0,0.409,0.337
420,2021-04-25,AK,0.0,0.0,759125.0,300351.0,248428.0,0.411,0.34
421,2021-04-26,AK,449.0,12.0,759125.0,300706.0,249036.0,0.411,0.34
422,2021-04-27,AK,137.0,0.0,760525.0,301212.0,249547.0,0.412,0.341
423,2021-04-28,AK,186.0,0.0,765635.0,301770.0,250694.0,0.413,0.343
424,2021-04-29,AK,168.0,0.0,768205.0,304657.0,255008.0,0.416,0.349
425,2021-04-30,AK,140.0,0.0,769205.0,305395.0,256564.0,0.417,0.351
426,2021-05-01,AK,0.0,0.0,769205.0,307711.0,262217.0,0.421,0.358
427,2021-05-02,AK,0.0,0.0,769205.0,308462.0,263330.0,0.422,0.36
428,2021-05-03,AK,274.0,1.0,769205.0,308656.0,263603.0,0.422,0.36
429,2021-05-04,AK,92.0,0.0,772405.0,308846.0,263754.0,0.422,0.361
430,2021-05-05,AK,148.0,0.0,774305.0,309518.0,264565.0,0.423,0.362
431,2021-05-06,AK,96.0,1.0,776005.0,310415.0,265869.0,0.424,0.363
432,2021-05-07,AK,116.0,0.0,777445.0,311397.0,266960.0,0.426,0.365
433,2021-05-08,AK,0.0,0.0,777945.0,312475.0,268319.0,0.427,0.367
434,2021-05-09,AK,0.0,0.0,777945.0,312535.0,268405.0,0.427,0.367
435,2021-05-10,AK,235.0,0.0,777945.0,314070.0,270922.0,0.429,0.37
436,2021-05-11,AK,58.0,2.0,781245.0,314577.0,271486.0,0.43,0.371
437,2021-05-12,AK,88.0,2.0,790295.0,315132.0,272256.0,0.431,0.372
438,2021-05-13,AK,80.0,0.0,790995.0,315883.0,273310.0,0.432,0.374
439,2021-05-14,AK,112.0,0.0,792055.0,316924.0,274293.0,0.433,0.375
440,2021-05-15,AK,0.0,0.0,792755.0,318593.0,275681.0,0.436,0.377
441,2021-05-16,AK,0.0,0.0,792755.0,320705.0,276902.0,0.438,0.379
442,2021-05-17,AK,135.0,11.0,792755.0,321214.0,277105.0,0.439,0.379
443,2021-05-18,AK,56.0,4.0,794195.0,321664.0,277461.0,0.44,0.379
444,2021-05-19,AK,98.0,1.0,797805.0,323863.0,278305.0,0.443,0.38
445,2021-05-20,AK,77.0,0.0,799005.0,325229.0,279464.0,0.445,0.382
446,2021-05-21,AK,66.0,0.0,801405.0,327119.0,280509.0,0.447,0.383
447,2021-05-22,AK,0.0,0.0,802575.0,328869.0,281611.0,0.45,0.385
448,2021-05-23,AK,0.0,0.0,802575.0,330605.0,282727.0,0.452,0.386
449,2021-05-24,AK,95.0,0.0,802575.0,331243.0,283050.0,0.453,0.387
450,2021-05-25,AK,52.0,0.0,805355.0,331563.0,283291.0,0.453,0.387
451,2021-05-26,AK,66.0,0.0,805355.0,332524.0,283908.0,0.455,0.388
452,2021-05-27,AK,41.0,0.0,805955.0,333592.0,284731.0,0.456,0.389
453,2021-05-28,AK,44.0,0.0,806055.0,335110.0,285759.0,0.458,0.391
454,2021-05-29,AK,0.0,0.0,806335.0,336394.0,286793.0,0.46,0.392
455,2021-05-30,AK,0.0,0.0,806335.0,337367.0,287531.0,0.461,0.393
456,2021-05-31,AK,0.0,0.0,,,,,
457,2021-06-01,AK,110.0,0.0,806335.0,338093.0,288024.0,0.462,0.394
458,2021-06-02,AK,36.0,0.0,806335.0,338229.0,288123.0,0.462,0.394
459,2021-06-03,AK,53.0,0.0,810945.0,339124.0,289158.0,0.464,0.395
